Doba handlowa;Doba;Godzina;Krajowe zapotrzebowanie na moc [MW];Godzina szczytu;Data publikacji
"2025-02-22";"2025-02-22";"0";16913;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"1";16550;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"2";16550;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"3";16550;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"4";16588;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"5";16850;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"6";17738;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"7";18275;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"8";19100;"ZALECANE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"9";19725;"ZALECANE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"10";19188;"ZALECANE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"11";18513;"ZALECANE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"12";17950;"ZALECANE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"13";17850;"ZALECANE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"14";18025;"ZALECANE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"15";19150;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"16";19413;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"17";20438;"ZALECANE OSZCZĘDZANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"18";20200;"ZALECANE OSZCZĘDZANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"19";19938;"ZALECANE OSZCZĘDZANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"20";19413;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"21";18463;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"22";17250;"NORMALNE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-22";"2025-02-22";"23";16025;"ZALECANE UŻYTKOWANIE";"2025-02-22 22:55"
"2025-02-23";"2025-02-23";"0";15188;"ZALECANE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"1";14763;"ZALECANE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"2";14438;"ZALECANE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"3";14400;"ZALECANE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"4";14513;"ZALECANE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"5";14925;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"6";15063;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"7";15463;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"8";16388;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"9";17063;"ZALECANE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"10";17588;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"11";17963;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"12";17938;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"13";18338;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"14";18100;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"15";18150;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"16";18200;"ZALECANE OSZCZĘDZANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"17";18938;"ZALECANE OSZCZĘDZANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"18";19100;"ZALECANE OSZCZĘDZANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"19";19584;"ZALECANE OSZCZĘDZANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"20";18638;"ZALECANE OSZCZĘDZANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"21";17900;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"22";16750;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-23";"2025-02-23";"23";15863;"NORMALNE UŻYTKOWANIE";"2025-02-23 22:36"
"2025-02-24";"2025-02-24";"0";15550;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"1";15163;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"2";15025;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"3";15013;"ZALECANE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"4";15625;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"5";16963;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"6";20363;"ZALECANE OSZCZĘDZANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"7";22069;"ZALECANE OSZCZĘDZANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"8";22988;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"9";22654;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"10";22410;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"11";22725;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"12";23063;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"13";23088;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"14";22700;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"15";22600;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"16";22863;"ZALECANE OSZCZĘDZANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"17";23100;"ZALECANE OSZCZĘDZANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"18";23275;"ZALECANE OSZCZĘDZANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"19";23113;"ZALECANE OSZCZĘDZANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"20";22400;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"21";20775;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"22";19163;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-24";"2025-02-24";"23";18013;"NORMALNE UŻYTKOWANIE";"2025-02-24 22:31"
"2025-02-25";"2025-02-25";"0";17075;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"1";16538;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"2";16250;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"3";16300;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"4";16750;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"5";17850;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"6";20688;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"7";22425;"ZALECANE OSZCZĘDZANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"8";22900;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"9";22813;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"10";23159;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"11";22550;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"12";22750;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"13";22400;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"14";22013;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"15";22500;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"16";22363;"NORMALNE UŻYTKOWANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"17";23150;"ZALECANE OSZCZĘDZANIE";"2025-02-25 22:46"
"2025-02-25";"2025-02-25";"18";22700;"ZALECANE OSZCZĘDZANIE";"2025-02-25 22:46"
