Doba handlowa;Doba;Godzina;Krajowe zapotrzebowanie na moc [MW];Godzina szczytu;Data publikacji
"2025-01-22";"2025-01-22";"14";23125;"NORMALNE UŻYTKOWANIE";"2025-01-23 01:11"
"2025-01-22";"2025-01-22";"15";23813;"ZALECANE OSZCZĘDZANIE";"2025-01-23 01:11"
"2025-01-22";"2025-01-22";"16";24450;"ZALECANE OSZCZĘDZANIE";"2025-01-23 01:11"
"2025-01-22";"2025-01-22";"17";24338;"ZALECANE OSZCZĘDZANIE";"2025-01-23 01:11"
"2025-01-22";"2025-01-22";"18";24050;"NORMALNE UŻYTKOWANIE";"2025-01-23 01:11"
"2025-01-22";"2025-01-22";"19";24075;"NORMALNE UŻYTKOWANIE";"2025-01-23 01:11"
"2025-01-22";"2025-01-22";"20";23450;"NORMALNE UŻYTKOWANIE";"2025-01-23 01:11"
"2025-01-22";"2025-01-22";"21";21763;"NORMALNE UŻYTKOWANIE";"2025-01-23 01:11"
"2025-01-22";"2025-01-22";"22";20200;"NORMALNE UŻYTKOWANIE";"2025-01-23 01:11"
"2025-01-22";"2025-01-22";"23";18838;"NORMALNE UŻYTKOWANIE";"2025-01-23 01:11"
"2025-01-23";"2025-01-23";"0";18038;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"1";17550;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"2";17300;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"3";17113;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"4";17388;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"5";18900;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"6";21850;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"7";23338;"ZALECANE OSZCZĘDZANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"8";23588;"ZALECANE OSZCZĘDZANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"9";23400;"ZALECANE OSZCZĘDZANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"10";23388;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"11";23775;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"12";23688;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"13";23738;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"14";23675;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"15";23538;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"16";23950;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"17";23838;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"18";23575;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"19";23400;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"20";22625;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"21";20938;"NORMALNE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"22";19650;"ZALECANE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-23";"2025-01-23";"23";18313;"ZALECANE UŻYTKOWANIE";"2025-01-23 22:30"
"2025-01-24";"2025-01-24";"0";17375;"ZALECANE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"1";16950;"ZALECANE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"2";16750;"ZALECANE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"3";16813;"ZALECANE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"4";17313;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"5";18525;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"6";21225;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"7";22538;"ZALECANE OSZCZĘDZANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"8";23113;"ZALECANE OSZCZĘDZANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"9";23225;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"10";23013;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"11";22313;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"12";21663;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"13";21675;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"14";21975;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"15";23150;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"16";23150;"ZALECANE OSZCZĘDZANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"17";23563;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"18";23800;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"19";23750;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"20";22550;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"21";20863;"NORMALNE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"22";19450;"ZALECANE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-24";"2025-01-24";"23";18163;"ZALECANE UŻYTKOWANIE";"2025-01-24 22:37"
"2025-01-25";"2025-01-25";"0";16963;"ZALECANE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"1";16463;"ZALECANE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"2";16300;"ZALECANE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"3";16150;"ZALECANE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"4";16163;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"5";16525;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"6";17388;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"7";18188;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"8";19188;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"9";19375;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"10";19250;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"11";19475;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"12";19650;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"13";19550;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"14";20163;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"15";19888;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"16";19963;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"17";20738;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"18";20063;"ZALECANE OSZCZĘDZANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"19";19675;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"20";19250;"ZALECANE OSZCZĘDZANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"21";18125;"ZALECANE OSZCZĘDZANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"22";17013;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-25";"2025-01-25";"23";15825;"NORMALNE UŻYTKOWANIE";"2025-01-25 22:27"
"2025-01-26";"2025-01-26";"0";15363;"ZALECANE OSZCZĘDZANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"1";14338;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"2";14225;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"3";14200;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"4";14213;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"5";14425;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"6";15138;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"7";15663;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"8";16525;"ZALECANE OSZCZĘDZANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"9";17200;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"10";17850;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"11";17975;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"12";17663;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"13";17988;"ZALECANE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"14";18425;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"15";18063;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"16";18163;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"17";18900;"ZALECANE OSZCZĘDZANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"18";18950;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"19";19100;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"20";18625;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"21";17438;"ZALECANE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"22";16975;"NORMALNE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-26";"2025-01-26";"23";15988;"ZALECANE UŻYTKOWANIE";"2025-01-26 23:38"
"2025-01-27";"2025-01-27";"0";15175;"ZALECANE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"1";14913;"ZALECANE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"2";14800;"ZALECANE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"3";14613;"ZALECANE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"4";15038;"ZALECANE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"5";16525;"ZALECANE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"6";19688;"NORMALNE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"7";21950;"NORMALNE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"8";22213;"NORMALNE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"9";22163;"NORMALNE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"10";21713;"ZALECANE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"11";22100;"ZALECANE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"12";22013;"ZALECANE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"13";22000;"ZALECANE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"14";22125;"NORMALNE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"15";22550;"ZALECANE OSZCZĘDZANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"16";22438;"NORMALNE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"17";22938;"ZALECANE OSZCZĘDZANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"18";22713;"ZALECANE OSZCZĘDZANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"19";22638;"NORMALNE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"20";21850;"NORMALNE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"21";20338;"NORMALNE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"22";19150;"NORMALNE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-27";"2025-01-27";"23";17825;"ZALECANE UŻYTKOWANIE";"2025-01-27 22:27"
"2025-01-28";"2025-01-28";"0";16363;"ZALECANE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"1";15750;"ZALECANE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"2";15575;"ZALECANE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"3";15863;"ZALECANE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"4";15950;"ZALECANE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"5";16988;"ZALECANE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"6";20238;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"7";21788;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"8";22075;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"9";21888;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"10";22150;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"11";22263;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"12";22250;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"13";22188;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"14";22125;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"15";22238;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"16";22738;"ZALECANE OSZCZĘDZANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"17";22838;"ZALECANE OSZCZĘDZANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"18";22550;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"19";22788;"ZALECANE OSZCZĘDZANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"20";21900;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"21";20488;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"22";18700;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-28";"2025-01-28";"23";17500;"NORMALNE UŻYTKOWANIE";"2025-01-28 22:28"
"2025-01-29";"2025-01-29";"0";16025;"ZALECANE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"1";15813;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"2";15775;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"3";15863;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"4";16300;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"5";17363;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"6";20100;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"7";21788;"ZALECANE OSZCZĘDZANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"8";21875;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"9";21788;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"10";21263;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"11";21450;"ZALECANE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"12";21588;"ZALECANE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"13";21525;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"14";21413;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"15";22075;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"16";22738;"ZALECANE OSZCZĘDZANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"17";22875;"ZALECANE OSZCZĘDZANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"18";22700;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"19";22625;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"20";22150;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"21";20438;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"22";18913;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-29";"2025-01-29";"23";17788;"NORMALNE UŻYTKOWANIE";"2025-01-30 01:03"
"2025-01-30";"2025-01-30";"0";16638;"ZALECANE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"1";16325;"ZALECANE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"2";16138;"ZALECANE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"3";15888;"ZALECANE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"4";16338;"ZALECANE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"5";17375;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"6";20213;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"7";21938;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"8";22538;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"9";21838;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"10";21725;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"11";21425;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"12";21388;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"13";21500;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"14";21463;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"15";22113;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"16";22525;"ZALECANE OSZCZĘDZANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"17";22788;"ZALECANE OSZCZĘDZANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"18";22650;"ZALECANE OSZCZĘDZANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"19";22300;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"20";21988;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"21";20600;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"22";19100;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-30";"2025-01-30";"23";17238;"NORMALNE UŻYTKOWANIE";"2025-01-31 00:27"
"2025-01-31";"2025-01-31";"0";16625;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"1";16163;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"2";15925;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"3";16038;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"4";16825;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"5";18125;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"6";20550;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"7";22075;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"8";22538;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"9";22438;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"10";22413;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"11";22638;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"12";22475;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"13";23025;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"14";22925;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
"2025-01-31";"2025-01-31";"15";22675;"NORMALNE UŻYTKOWANIE";"2025-01-31 22:24"
